dissatisfaction_last_year,dissatisfaction_this_year
0.102821875,0.1552648
0.069719346,0.198380963
0.301840671,0.085308872
0.447576592,0.257730923
0.077987647,0.070308673
0.267011708,0.152770855
0.112261717,0.139173237
0.031053436,0.081248638
0.112851418,0.322768403
0.249739002,0.195533871
0.053125419,0.046172258
0.172766624,0.220923136
0.058297026,0.278277451
0.62190307,0.333654092
0.061708914,0.208889553
0.541729305,0.216201795
0.107647534,0.303651172
0.080387785,0.013945719
0.148919434,0.067150676
0.59037661,0.295098562
0.121317424,0.219462737
0.140443811,0.242848672
0.355415464,0.123110316
0.016064623,0.068766944
0.078705888,0.096940765
0.205629749,0.07202684
0.192796838,0.012206519
0.37310678,0.399106915
0.074128288,0.029935088
0.510414422,0.312618702
0.018656391,0.396767865
0.64856128,0.17728416
0.128264645,0.17443811
0.004065705,0.068550321
0.553186598,0.32378256
0.093571245,0.13278511
0.570024621,0.231299831
0.023330923,0.266784388
0.052797422,0.115254412
0.032629516,0.038121085
0.157552096,0.219590913
0.188421227,0.305236486
0.131186936,0.200522564
0.630613032,0.226312093
0.242023656,0.200781041
0.181454242,0.2796367
0.003955925,0.018927606
0.384730387,0.126796118
0.027869414,0.114562652
0.005543645,0.056007944
0.12696769,0.2281831
0.227587586,0.102829978
0.098469795,0.006978365
0.163727624,0.23375817
0.442235831,0.296351497
0.29998711,0.244686083
0.527039035,0.071385557
0.018347124,0.023091064
0.471507956,0.102526925
0.317595681,0.327728908
0.07339708,0.069558843
0.300524774,0.232975887
0.308826353,0.084720525
0.363633748,0.231659971
0.121145714,0.208549078
0.010717522,0.172103167
0.176603401,0.152963447
0.229546016,0.198737124
0.192093911,0.059211807
0.00857264,0.266878516
0.365282194,0.091566524
0.220375059,0.103167106
0.174302762,0.082982408
0.502845867,0.424515613
0.059392839,0.143531967
0.555964647,0.176543975
0.309788378,0.245025732
0.06017496,0.044760617
0.006325291,0.038897144
0.290682745,0.229261089
0.571837623,0.195869188
0.405303208,0.246665439
0.065836869,0.091273109
0.276152303,0.361269779
0.136665286,0.117094384
0.079013096,0.166910492
0.077385093,0.080074238
0.124562177,0.017646781
0.029263842,0.054166481
0.156534717,0.056005352
0.538065178,0.25389873
0.017668786,0.020085528
0.015654748,0.456531768
0.177386111,0.190943236
0.152572018,0.3579995
0.077475196,0.033463644
0.444535141,0.42684752
0.28905635,0.085931237
0.3905252,0.215865854
0.260311218,0.211894481
0.124162049,0.049859617
0.162581788,0.180018173
0.157316982,0.243302867
0.056298885,0.021082567
0.058223707,0.175564804
0.123768139,0.194113628
0.014927478,0.029319937
0.178298348,0.038124329
0.018614268,0.051203387
0.119876051,0.043058399
0.369685652,0.494957509
0.002041668,0.163634661
0.326424413,0.491766832
0.141796428,0.216136487
0.084765266,0.086588341
0.141634952,0.279206458
0.28744243,0.246498232
0.049067981,0.287017396
0.082006162,0.083284052
0.009021542,0.161692351
0.155474945,0.162010876
0.702828372,0.507531482
0.075537319,0.107496931
0.040852643,0.002081128
0.205017968,0.211853244
0.349956932,0.15981528
0.160497372,0.16727911
0.554406034,0.28409468
0.074944478,0.013759782
0.130379803,0.148430725
0.230497178,0.475819108
0.00486696,0.203950393
0.866951294,0.176639261
0.094576895,0.035288748
0.210026504,0.279427001
0.068728134,0.365332468
0.027846334,0.170430167
0.073913036,0.160406568
0.486149243,0.231018886
0.060607494,0.030348194
0.084253753,0.054448168
0.142552011,0.187677485
0.05297808,0.070731472
0.052512635,0.011084027
0.416950273,0.518608331
0.386703966,0.06861681
0.20501621,0.203230321
0.185629115,0.269541073
0.226780607,0.273941454
0.043698149,0.232885396
0.155361413,0.173004914
0.119937497,0.106439078
0.607465688,0.186434794
0.058801753,0.303355157
0.261768864,0.080157484
0.016481199,0.141416444
0.044826376,0.056880839
0.236401464,0.077360805
0.19656942,0.086415575
0.144585482,0.174247285
0.341167043,0.390467552
0.03044776,0.196852833
0.096298361,0.103991351
0.052656227,0.252402653
0.246570024,0.281767465
0.197562978,0.181764268
0.050430539,0.074792539
0.012098811,0.073090392
0.202487392,0.045171839
0.123577031,0.022884428
0.882986853,0.254884335
0.110545852,0.153602623
0.1941532,0.084935918
0.383913989,0.371019081
0.02089681,0.272602977
0.122230319,0.185373173
0.151685525,0.157354206
0.142807265,0.045078189
0.271811867,0.019340622
0.063596646,0.296665043
0.036383245,0.021118818
0.021562272,0.243021223
0.021400372,0.09046029
0.286958518,0.250342837
0.311823073,0.315726468
0.032595348,0.182137868
0.708592053,0.329679877
0.151246802,0.292206289
0.88184152,0.439851534
0.304528479,0.186301902
0.44768709,0.430434532
0.536242206,0.216539059
0.049287594,0.083159737
0.09752002,0.015196512
0.220316361,0.192004656
0.089629717,0.214669879
0.15052273,0.042041803
0.4250282,0.233310366
0.15271598,0.078220078
0.288915686,0.026501891
0.16463304,0.157105205
0.194913877,0.062750872
0.021999692,0.190321747
0.686726213,0.317751919
0.103910338,0.07768428
0.368268441,0.166359191
0.115409768,0.275640879
0.131542865,0.140620246
0.003907737,0.138693457
0.348652074,0.039985233
0.137711735,0.545694365
0.55666118,0.288598242
0.233838577,0.428728738
0.44798241,0.340249763
0.141440918,0.203669193
0.067588125,0.220262126
0.298136803,0.361253437
0.256575231,0.144757393
0.359580877,0.456490918
0.125174551,0.191823997
0.08263793,0.365290034
0.310768529,0.142409342
0.046337315,0.083061992
0.125305421,0.185697919
0.208312071,0.140266465
0.432447216,0.111838122
0.390823092,0.179300046
0.136242398,0.115395722
0.48708264,0.049159702
0.12513468,0.026584865
0.265601287,0.164966412
0.34912591,0.166912054
0.664028988,0.629871659
0.40409933,0.150249048
0.409107562,0.068032176
0.126603765,0.225582236
0.276868082,0.124696877
0.123883748,0.062439945
0.025389131,0.212033692
0.484713167,0.167498988
0.175370516,0.338898194
0.231797147,0.287219014
0.172684644,0.066458525
0.090984273,0.125865022
0.342754807,0.117490921
0.167620881,0.325356104
0.200322171,0.40618418
0.218231719,0.191546257
0.848286061,0.455945813
0.186897905,0.109813262
0.130493385,0.388315202
0.518470983,0.280998169
0.237279664,0.230105425
0.111587911,0.086194224
0.31318935,0.345386849
0.051699252,0.155290101
0.172404652,0.196918163
0.100802602,0.010000734
0.681609264,0.376019991
0.182743746,0.234918554
0.573302207,0.16133994
0.278165832,0.185892198
0.126992633,0.090723529
0.1629411,0.072041329
0.226948074,0.15440224
0.014480416,0.036605297
0.492630682,0.258587023
0.359397402,0.280693148
0.30801287,0.172736952
0.24969194,0.287787792
0.414421269,0.27485039
0.246078627,0.266363644
0.097383606,0.017016536
0.436628453,0.115952803
0.009169404,0.178504254
0.052656836,0.140497625
0.514456289,0.22406365
0.672448218,0.390294835
0.63714897,0.455614239
0.227068876,0.206048301
0.150746137,0.03772986
0.202190364,0.128157431
0.425333682,0.206032956
0.036970316,0.387746577
0.042695405,0.082762329
0.084204611,0.198981816
0.548363089,0.102660841
0.020405757,0.255498707
0.066511323,0.101115419
0.526682653,0.107307064
0.216181103,0.141372733
0.050450497,0.014796165
0.201502169,0.187605856
0.42173977,0.408715619
0.226600169,0.156658748
0.389317986,0.124108509
0.070586259,0.069862459
0.372613071,0.213350585
0.347253141,0.19765037
0.214009924,0.143786534
0.058767433,0.088207773
0.402047675,0.219479562
0.615141636,0.336389583
0.052270196,0.098779762
0.278933394,0.249470583
0.061108247,0.085206107
0.441449517,0.479435404
0.083274909,0.00028817
0.008291121,0.100069703
0.108368967,0.206171888
0.108861319,9.67E-05
0.022809073,0.251170825
0.220495536,0.056993084
0.398441468,0.253314622
0.350604401,0.288116433
0.085975794,0.02074809
0.105782091,0.024321867
0.370627953,0.37831592
0.238372513,0.363762432
0.174921424,0.064805467
0.073483765,0.054974354
0.22725168,0.093840365
0.145537755,0.028178954
0.176195818,0.054776438
0.122831131,0.321069564
0.926837347,0.379219504
0.133865778,0.30815149
0.174915067,0.466877401
0.095617143,0.124065758
0.002034829,0.037338076
0.038296344,0.026640238
0.145448684,0.215935403
0.143886613,0.220340336
0.900228712,0.371659831
0.17918185,0.353490883
0.284128241,0.148444788
0.102120445,0.090398003
0.298162989,0.187100062
0.355101436,0.243279463
0.458441838,0.1783598
0.040437459,0.140699019
0.440056377,0.304692124
0.114454301,0.071009525
0.085297408,0.002320235
0.190160642,0.123483763
0.300330619,0.327234021
0.141800564,0.158015146
0.624194873,0.24084516
0.122591222,0.313326575
0.013154191,0.412335955
0.543854542,0.105636165
0.037750122,0.05294639
0.216890924,0.136165516
0.33253583,0.22558794
0.620364572,0.400530417
0.580703059,0.397450845
0.032162423,0.261579423
0.216782137,0.371851517
0.169787957,0.158165959
0.091839991,0.053644815
0.398929373,0.159717486
0.054136302,0.204572016
0.103688641,0.329458273
0.053430918,0.039976101
0.238818487,0.23242354
0.219069346,0.126756406
0.141064551,0.115472753
0.002169284,0.20917478
0.325691983,0.187235315
0.316496477,0.023976751
0.190805232,0.237100881
0.325167898,0.557327467
0.331697302,0.063658077
0.388380644,0.13463959
0.163680596,0.11796264
0.12916795,0.251020085
0.068257678,0.056150418
0.361050319,0.340370982
0.127902761,0.219825328
0.01464971,0.043787611
0.120125671,0.139229199
0.014467811,0.086181031
0.330416416,0.461859902
0.072209962,0.077309534
0.474642626,0.343475528
0.068897692,0.27924505
0.043026177,0.286072595
0.158387429,0.113461425
0.578038029,0.503623957
0.252192985,0.151228023
0.285014906,0.16215794
0.035249307,0.101893336
0.341401554,0.106201208
0.090527667,0.008004398
0.140689619,0.332235957
0.037934979,0.051459856
0.346205873,0.16296481
0.046751855,0.033857799
0.136613985,0.555679424
0.231872996,0.140662046
0.416987328,0.175851325
0.074930124,0.032106231
0.047680762,0.074926586
0.48647462,0.355170747
0.185951178,0.170910719
0.116584801,0.031422709
0.149075692,0.034055114
0.015333391,0.062746866
0.056635048,0.397068164
0.17928314,0.190024562
0.05916823,0.647820237
0.152618168,0.134305204
0.084611215,0.053915053
0.020647291,0.278762867
0.081325277,0.225828653
0.372177736,0.398854704
0.195034681,0.243469761
0.063919544,0.03505325
0.074517591,0.011269728
0.008556797,0.019446392
0.026529668,0.108762454
0.188448762,0.050385344
0.454041381,0.794375406
0.08248724,0.135937443
0.20182243,0.013451257
0.282193967,0.215593389
0.137761228,0.165382716
0.045470855,0.167212092
0.102829637,0.176276022
0.196212343,0.134123048
0.112321395,0.137045309
0.037979131,0.286157082
0.52859492,0.188752389
0.088782423,0.105100618
0.196016984,0.068914229
0.087212781,0.128787465
0.037825631,0.25785921
0.115885466,0.233195594
0.071402395,0.213225301
0.049934836,0.156720125
0.226138104,0.116667156
0.127079871,0.050697666
0.138063419,0.184110391
0.134585632,0.141522812
0.224270603,0.210774798
0.296254953,0.180357436
0.018065473,0.001515449
0.36832025,0.201701595
0.055693834,0.202436795
0.438886246,0.165148448
0.477760516,0.28130371
0.960753961,0.485937998
0.137156156,0.042877713
0.085628961,0.031223753
0.073167988,0.039883605
0.857412434,0.377520122
0.033135937,0.004519005
0.255970689,0.102307174
0.301534701,0.245405795
0.062898873,0.084006349
0.21959027,0.279613836
0.316230109,0.11747684
0.211970864,0.522934565
0.092931735,0.052262502
0.130524638,0.143200143
0.101418092,0.035830277
0.168236677,0.206820894
0.095383942,0.019968607
0.01906846,0.0309713
0.000491135,0.172669675
0.366911206,0.408850262
0.40104423,0.403781993
0.632707054,0.087654302
0.067157121,0.037656433
0.162809802,0.102245934
0.261248584,0.331170389
0.18765576,0.082647377
0.816054182,0.638620205
0.114168035,0.104547185
0.054022161,0.035499939
0.23770777,0.077030042
0.067394073,0.186768339
0.054964949,0.169932956
0.078333827,0.016248196
0.075413683,0.128392243
0.268014846,0.136958262
0.013520322,0.02874461
0.080030178,0.010987074
0.023037423,0.008178879
0.004787537,0.231151993
0.095357128,0.065419784
0.334534253,0.29791801
0.483622796,0.228914202
0.305042337,0.255849375
0.096932461,0.144284945
0.105416744,0.012793712
0.150109074,0.2939961
0.286357968,0.143145763
0.086479419,0.029216619
0.005091517,0.338940666
0.012576509,0.168123893
0.343056742,0.295105297
0.101561257,0.03770357
0.089060629,0.204300512
0.016368394,0.266936223
0.136018798,0.201245204
0.048595073,0.144275559
0.256535554,0.171737133
0.347395805,0.377044983
0.02559324,0.051215149
0.071396887,0.092284502
0.081208067,0.229111506
0.662009774,0.174272736
0.060072604,0.177301601
0.355241326,0.387331957
0.083086084,0.247784843
0.094803201,0.041235941
0.162894745,0.076224054
0.064069577,0.137044601
0.025179308,0.030772192
0.293609175,0.236446013
0.06320195,0.137362392
0.285006111,0.107251359
0.011254059,0.059003178
0.081052436,0.182582813
0.484910858,0.206284554
0.324416458,0.163271084
0.039535301,0.160195945
0.051300737,0.243392135
0.036799404,0.08370598
0.255367017,0.012950849
0.078312687,0.149093764
0.169818943,0.425786404
0.531995765,0.245332658
0.113256563,0.100712942
0.499706817,0.151087597
0.069739193,0.153244151
0.287505991,0.265529513
0.506468908,0.375269703
0.124976244,0.284441209
0.056438863,0.363977904
0.054832681,0.056219171
0.436649944,0.180340927
0.15936627,0.621572888
0.004138402,0.056572435
0.004611097,0.032872954
0.196889913,0.040518522
0.098717607,0.081733503
0.5991817,0.187671714
0.307481262,0.276403289
0.159425597,0.440374714
0.037367823,0.230187629
0.19658921,0.15770205
0.202114402,0.082691355
0.217963701,0.060487795
0.627097952,0.407288481
0.034028808,0.013961106
0.054805047,0.568815481
0.962599633,0.244133051
0.090156588,0.17515394
0.092131575,0.265071302
0.448537837,0.437509782
0.06848388,0.200997824
0.313214224,0.177143769
0.255986034,0.418795212
0.042987388,0.054268045
0.411529482,0.141512094
0.233455025,0.116674551
0.246653736,0.207977978
0.006008354,0.276768038
0.093441888,0.36718067
0.413110623,0.235089425
0.163812157,0.080736926
0.919401486,0.195317546
0.083058601,0.212096619
0.120638343,0.00454677
0.1378418,0.01999138
0.153765921,0.06653829
0.125650136,0.058056483
0.041330627,0.033958277
0.029397207,0.209786911
0.415693534,0.301516228
0.608501532,0.370059453
0.152726848,0.13983182
0.123125488,0.300520919
0.151120724,0.328320912
0.090573615,0.203119785
0.099584908,0.183345901
0.068766246,0.133583484
0.033198891,0.157018309
0.160575253,0.264408623
0.109230276,0.040253528
0.127537812,0.07637727
0.028934243,0.401062311
0.042965744,0.016126994
0.115194414,0.010714691
0.188588255,0.103350859
0.343510925,0.257342217
0.673421338,0.231980962
0.102088555,0.079408135
0.007841461,0.278809312
0.048836318,0.062458333
0.436895484,0.103786682
0.11276936,0.097133601
0.543091227,0.470904369
0.444376506,0.190723033
0.042365443,0.350477881
0.082621361,0.084574048
0.008760498,0.15660251
0.612422789,0.156208838
0.217368924,0.06805431
0.488330285,0.47890856
0.08495659,0.405601916
0.018991935,0.212575152
0.095331835,0.337499509
0.105264136,0.15975529
0.428777011,0.15855794
0.315929492,0.036008825
0.063616812,0.221616825
0.706036324,0.391766066
0.172033656,0.265298577
0.111035327,0.230338405
0.044886948,0.227524867
0.039263639,0.006135303
0.090483544,0.113363567
0.050771821,0.243842931
0.239070606,0.330609105
0.235175451,0.302876394
0.087075991,0.287135086
0.093305091,0.174569719
0.3006082,0.091518403
0.302757101,0.146973331
0.195540514,0.206102513
0.470867834,0.312440572
0.114099144,0.039591567
0.012269732,0.270513519
0.300060235,0.071889009
0.009091728,0.335936286
0.137318668,0.010252343
0.369496179,0.14351189
0.033477886,0.097071083
0.453602141,0.1309271
0.055740476,0.08932536
0.628507683,0.301216677
0.419809855,0.202403963
0.266776067,0.158998572
0.473475599,0.19305674
0.139657031,0.063550865
0.403383902,0.424426525
0.14230445,0.221726981
0.012418872,0.464612031
0.203354729,0.040069429
0.191518675,0.225577979
0.411282171,0.491413192
0.228836445,0.241075017
0.073525787,0.127159251
0.586143621,0.227708045
0.911317354,0.327517927
0.069405695,0.051833871
0.951443324,0.434986563
0.219303052,0.334784053
0.18107269,0.281357762
0.05948707,0.143386042
0.176559931,0.012534921
0.117266557,0.214218184
0.035595702,0.148516246
0.084271524,0.156174578
0.081532999,0.169532785
0.031966336,0.048710516
0.072918578,0.091082507
0.207243547,0.095052702
0.028376592,0.153873281
0.347803503,0.16622884
0.478343537,0.205636794
0.368895203,0.247083594
0.033905071,0.244552593
0.27943193,0.567218941
0.02975979,0.146979786
0.160850964,0.436394535
0.037577306,0.146616446
0.823827385,0.5107894
0.854132769,0.231212925
0.068751871,0.027253419
0.330439697,0.154945676
0.207478676,0.066881181
0.091572221,0.057514611
0.17150819,0.113256845
0.162570848,0.301237
0.014824146,0.238104233
0.023334024,0.024931604
0.069676488,0.163681049
0.095413729,0.05381086
0.385315482,0.350193963
0.240002919,0.406543208
0.328091774,0.123281152
0.025061157,0.181201493
0.156197832,0.037757311
0.068074419,0.073530037
0.007152765,0.177841365
0.19333783,0.230348221
0.291652002,0.192268257
0.220860792,0.051229719
0.034614924,0.004477402
0.013923211,0.075260807
0.128394777,0.037541884
0.746642042,0.203704266
0.055618115,0.063569539
0.178769246,0.127577086
0.054631433,0.151737937
0.426633241,0.16852041
0.404425649,0.218006173
0.954466624,0.251612763
0.244548693,0.345339856
0.133090946,0.155888928
0.307020113,0.405383714
0.041360179,0.155504097
0.114059017,0.13811814
0.082853092,0.093462024
0.183812433,0.050228471
0.466014717,0.238183855
0.478519114,0.151462669
0.091551263,0.332448929
0.1238448,0.298080028
0.206469038,0.18871951
0.361111818,0.178798916
0.179836763,0.031611712
0.329723124,0.275048004
0.14421734,0.113789222
0.190566774,0.11098662
0.032213023,0.223275729
0.417579014,0.304080179
0.198018211,0.112117731
0.238800743,0.081781189
0.289924407,0.19454213
0.075867976,0.049654096
0.390704127,0.149642944
0.008234825,0.315172989
0.311072951,0.120898414
0.480517469,0.175701825
0.078505325,0.195467188
0.164174083,0.253107127
0.227670017,0.469311217
0.276148867,0.324132917
0.569749964,0.131629388
0.381667692,0.221444454
0.055439592,0.059014076
0.642590619,0.667336246
0.166070821,0.17073739
0.099540843,0.106216482
0.138686186,0.084323645
0.258086123,0.12017087
0.334800526,0.165357313
0.1723787,0.106556172
0.237994653,0.210861489
0.262312806,0.239928048
0.385808997,0.117686886
0.081698658,0.241097917
0.351644656,0.212937569
0.21498307,0.182758776
0.474264367,0.106028662
0.209661621,0.304182009
0.46581859,0.120125428
0.272514307,0.191978566
0.081770893,0.393165524
0.036875892,0.000848229
0.326731851,0.247275143
0.351940083,0.229376357
0.620893566,0.204061015
0.157798166,0.125935814
0.079463943,0.169886469
0.039926214,0.285210256
0.140599262,0.098836376
0.048049556,0.173513269
0.080381934,0.024771283
0.196600122,0.144843064
0.433747898,0.227981731
0.010229584,0.108253828
0.657592413,0.317285289
0.002426615,0.021624992
0.030840712,0.237497928
0.008451233,0.246592226
0.343718636,0.349052962
0.16811496,0.115915542
0.078555863,0.355963442
0.745020253,0.428963045
0.720374349,0.238596772
0.206600204,0.500390387
0.581757792,0.392716704
0.244048591,0.402118008
0.091147464,0.216648175
0.132001326,0.211243056
0.003110516,0.065958211
0.233911727,0.386906644
0.143959938,0.033029276
0.343169075,0.128428543
0.971434235,0.336323718
0.222706552,0.107906536
0.3533745,0.257353718
0.306438383,0.159263842
0.086621724,0.084075165
0.022686562,0.049493865
0.041265021,0.215302243
0.067789279,0.119051533
0.226021899,0.115068988
0.099660302,0.080900598
0.481246147,0.309217154
0.527978993,0.134803581
0.136870623,0.376837086
0.278178681,0.152906787
0.379242086,0.168817024
0.028855179,0.114610804
0.419894487,0.317151199
0.744395442,0.287198924
0.116581613,0.234416685
0.059109786,0.034357543
0.110296663,0.019512187
0.210103947,0.298493464
0.164540024,0.034894255
0.049731103,0.018313407
0.15687258,0.169022836
0.149826608,0.122369732
0.169163562,0.146079392
0.055086229,0.097359216
0.057563762,0.117807927
0.509329119,0.23062435
0.060800379,0.140287752
0.246196998,0.328909149
0.118024191,0.148207745
0.356607054,0.193347445
0.192797557,0.12354215
0.462939631,0.155967382
0.216229155,0.179102427
0.143905578,0.043977423
0.115187087,0.274819422
0.123366456,0.22967607
0.064309287,0.258337191
0.466980931,0.206591338
0.155275052,0.039888996
0.202400526,0.153780061
0.097206093,0.257337177
0.186520866,0.128865346
0.454430295,0.272395784
0.078833739,0.286342663
0.189008829,0.066655592
0.169806679,0.104676309
0.303240635,0.11532815
0.039087118,0.090469998
0.14430406,0.222800422
0.390809404,0.331361383
0.13842603,0.114223628
0.249231707,0.264350013
0.599041036,0.350451551
0.067371224,0.302372526
0.076508412,0.333246927
0.406587493,0.476313121
0.134658667,0.008825681
0.020079048,0.058871313
0.383014035,0.305793044
0.618212238,0.327857577
0.120037731,0.050318754
0.09330347,0.025450569
0.155297966,0.027675058
0.120328969,0.108679292
0.098688637,0.286163614
0.016242953,0.168972052
0.565649854,0.09146457
0.49451816,0.156479782
0.057142023,0.198012075
0.124420967,0.248920225
0.096006026,0.088434232
0.156930978,0.201863425
0.006759647,0.344803774
0.162651023,0.130841053
0.118341182,0.103835238
0.37603144,0.191942819
0.611761161,0.280765212
0.034745048,0.051590472
0.008852902,0.05108495
0.039688816,0.239545244
0.106897031,0.143654832
0.045024878,0.258054752
0.340150859,0.131761551
0.327026019,0.106062439
0.062266559,0.200457446
0.055054151,0.17878212
0.074003311,0.038143279
0.203838648,0.086212755
0.070293315,0.102494559
0.00066628,0.228476714
0.108171306,0.172922284
0.169715402,0.120555495
0.026491784,0.416743673
0.009546964,0.206104332
0.076994673,0.077656625
0.460657839,0.196136312
0.24246735,0.159883686
0.51307197,0.446789956
0.563423988,0.295955955
0.049521098,0.13851116
0.032996505,0.102008303
0.083222467,0.131039333
0.403307621,0.26298544
0.202004004,0.120413584
0.015128195,0.116873503
0.129536609,0.311619833
0.035974437,0.156367566
0.344546899,0.673991714
0.182401683,0.124127491
0.148245126,0.210792113
0.095046564,0.3657969
0.009657191,0.155397913
0.099979435,0.057488925
0.018157843,0.210917527
0.048388516,0.02529414
0.176106705,0.230475503
0.128007868,0.262857828
0.18143275,0.079253271
0.378327082,0.523811862
0.246998263,0.097363872
0.139979352,0.095788465
0.168430247,0.26117928
0.071280075,0.188696792
0.548734759,0.15849421
0.886721737,0.231957619
0.049282971,0.361310327
0.113505856,0.300031547
0.079684202,0.151907731
0.030448385,0.045702939
0.149442444,0.117385874
0.262911099,0.286806886
0.157478081,0.005408219
0.024818094,0.177456968
0.01787015,0.008748755
0.08000079,0.098349236
0.143307644,0.149345738
0.354744112,0.181150832
0.184535026,0.158722375
0.803505137,0.534477202
0.276821288,0.319249482
0.002640783,0.259024683
0.310649928,0.181562313
0.243144679,0.396175041
0.557904109,0.196241643
0.128523663,0.115268493
0.133624249,0.021607405
0.08022003,0.020453605
0.050298878,0.068398928
0.282775819,0.00364831
0.02479127,0.118015992
0.100305441,0.031686996
0.296744197,0.260039315
0.107431268,0.025073329
0.128447302,0.173355848
0.625153175,0.259715545
0.06781674,0.203262489
0.092158799,0.075188015
0.260820786,0.210288537
0.024969616,0.049033709
0.083122228,0.024684332
0.235190036,0.07273224
0.124391319,0.114900035
0.102776132,0.130637138
0.14370589,0.004294246
0.107168409,0.126786897
0.030593018,0.05594762
0.290556414,0.16842843
0.010339311,0.217738268
0.148959684,0.266072498
0.257980118,0.089497941
0.284109941,0.038976977
0.317552724,0.449759065
0.303668211,0.249508217
0.029734939,0.064462996
0.118754132,0.190429943
0.094345027,0.13500461
0.068958607,0.074515554
0.007119941,0.09862711
0.044801764,0.090608683
0.114253828,0.064127292
0.254848182,0.056184266
0.086817668,0.036465978
0.483155684,0.315724933
0.142303053,0.218557385
0.322680605,0.448536786
0.067170556,0.148673312
0.378447105,0.27440002
0.055662707,0.200295506
0.251241518,0.201507513
0.102476211,0.332715902
0.45960583,0.324488341
0.009764572,0.149427545
0.053050608,0.040348832
0.083220444,0.353819902
0.473781238,0.366327291
0.331952478,0.121175151
0.107091146,0.228478999
0.07933949,0.003533146
0.078378086,0.142724584
0.293198711,0.177774433
0.182533556,0.310031811
0.803687907,0.354404751
0.927558903,0.464781774
0.28840946,0.151877055
0.062125894,0.230555444
0.180787497,0.14220937
0.083562076,0.035887561
0.02790066,0.301967606
0.068070394,0.115989721
0.096327811,0.200411848
0.643204906,0.192970995
0.131957783,0.136973857
0.379680295,0.269499738
0.063478216,0.135546285
0.584443785,0.480054018
0.035407797,0.284834208
0.503247839,0.234171285
0.174930433,0.192445431
0.044622961,0.017127277
0.577335369,0.226915067
0.244444125,0.085388031
0.547780348,0.344789615
0.016638464,0.12274011
0.270938794,0.168209693
0.261498195,0.295534614
0.077495188,0.448824772
0.835371217,0.376669126
0.424303657,0.268701162
0.130628896,0.426827178
0.019708408,0.494503693
0.230020718,0.219094221
0.271084303,0.132513248
0.039322561,0.009140425
0.070522566,0.090117516
0.329921129,0.21825533
0.44446868,0.120570528
0.031314797,0.105649494
0.322094842,0.329389944
0.580219147,0.147094226
0.293474575,0.274701651
0.150837759,0.035071068
0.22053742,0.091428799
